age,Dept,location,education,recruitment_type,job_level,rating,onsite,awards,Certification,Salary,Age in Company,Hike,Weight,satisfied
36.34,2,2,2,3,3,3,1,3,0,144343,5.36,30,74,1
27.6,2,1,1,2,1,4,0,7,0,180475,3.01,26,56,0
57.07,1,1,2,3,3,4,1,2,0,158867,30.47,25,60,1
27.45,3,1,1,2,2,2,0,8,0,193329,4.99,25,46,1
52.31,2,1,2,1,3,3,1,11,1,131026,14.67,23,56,1
31.6,2,2,2,3,1,4,1,9,0,184683,2.89,0,73,1
44.39,1,1,2,3,3,3,1,8,0,133469,22.0,2,85,0
21.67,3,2,1,3,1,1,0,5,1,187843,0.2,26,42,0
38.71,2,1,1,4,3,2,0,7,0,112524,5.02,12,51,1
21.77,5,1,1,2,1,3,0,11,1,65070,0.73,29,47,0
32.84,1,1,1,2,1,2,0,2,0,97657,1.44,29,50,1
24.74,3,1,1,2,3,5,0,12,1,79224,2.62,13,42,0
54.94,2,1,2,3,4,4,1,12,1,166543,24.64,7,78,1
25.67,3,1,2,1,4,5,1,7,0,118523,4.06,30,54,0
36.4,1,1,2,1,1,3,1,1,0,130776,12.5,14,60,0
45.66,4,2,2,1,2,4,1,8,0,79437,18.99,12,69,1
25.72,5,2,2,1,1,3,1,3,0,67192,0.41,8,86,0
28.82,4,2,1,3,1,3,0,7,0,112706,5.01,15,43,1
41.66,2,1,1,3,1,2,0,5,1,139828,11.23,16,50,1
41.58,2,1,1,4,2,3,0,3,0,117476,6.38,20,53,0
33.61,5,1,2,1,1,2,1,2,0,117492,6.48,9,74,1
33.16,2,1,2,1,4,4,1,1,0,148567,7.53,7,55,1
27.26,1,1,2,3,1,4,1,9,0,151972,2.88,30,84,0
54.38,5,1,1,2,2,3,0,8,0,81865,19.97,20,46,0
26.47,3,1,1,4,2,4,0,9,0,101863,2.84,17,51,1
37.62,3,2,1,2,2,4,0,3,0,122834,6.4,30,55,0
22.43,3,1,2,1,1,2,1,5,1,167022,1.16,14,56,1
35.15,1,1,1,2,4,4,0,11,1,103161,12.7,5,47,1
32.03,2,2,2,1,2,1,1,5,1,198639,5.19,6,80,0
57.57,2,1,2,3,5,4,1,3,0,190518,9.38,15,52,1
48.49,4,2,2,1,5,4,1,12,1,49947,12.59,27,72,1
58.66,2,2,1,4,1,4,0,8,0,76453,35.99,12,40,1
21.31,4,2,1,2,5,4,0,7,0,172553,0.03,13,48,1
27.32,1,1,1,4,5,3,0,8,0,147409,4.97,16,48,1
21.32,3,2,2,1,1,4,1,6,1,103377,0.12,28,65,1
30.89,4,1,1,4,3,2,0,7,0,183859,4.99,0,54,1
45.18,2,2,2,1,2,4,1,11,1,47248,23.74,17,52,1
53.65,2,1,1,4,3,4,0,1,0,132578,8.49,10,46,1
43.9,3,1,1,2,3,1,0,7,0,80094,3.0,28,45,1
59.55,1,1,2,1,1,3,1,4,1,177030,29.34,27,51,0
58.83,2,1,2,1,1,1,1,9,0,177775,2.87,19,66,0
45.28,3,2,2,1,2,1,1,9,0,90881,4.86,9,73,1
35.75,1,2,2,1,3,2,1,4,1,155537,6.27,26,52,0
44.51,3,2,2,1,1,3,1,11,1,139647,21.75,24,90,1
58.28,5,2,2,1,5,2,1,9,0,83087,6.87,28,67,1
44.4,2,2,2,1,3,5,1,6,1,75452,20.15,22,60,1
25.5,2,1,1,4,1,4,0,2,0,180302,2.49,26,58,0
48.38,2,1,2,1,2,5,1,11,1,169924,18.67,10,79,1
21.87,4,1,1,3,5,3,0,2,0,198547,0.41,2,48,1
51.14,1,2,2,1,2,3,1,6,1,110206,22.09,3,76,0
53.35,3,1,1,2,4,3,0,10,1,92639,29.81,15,42,0
42.94,3,1,2,1,1,4,1,3,0,103103,15.39,11,77,1
46.79,2,1,1,2,2,2,0,9,0,148421,24.89,6,56,0
43.08,3,1,2,1,5,3,1,9,0,92342,0.87,11,63,1
34.59,3,1,2,1,1,3,1,2,0,50960,7.45,29,64,1
45.7,1,1,1,2,2,5,0,3,0,73962,3.38,11,50,0
56.55,4,2,2,3,5,3,1,12,1,98383,1.64,10,64,1
33.77,3,2,2,1,3,3,1,7,0,54836,3.06,22,52,1
52.06,3,1,2,1,1,4,1,3,0,126327,17.37,25,68,1
22.37,1,2,2,1,1,3,1,5,1,159307,0.17,9,56,0
54.46,5,1,2,1,1,4,1,6,1,68014,32.13,6,51,1
53.2,4,2,1,2,1,3,0,8,0,148951,16.94,10,59,1
24.7,5,2,2,3,4,3,1,1,0,194962,2.55,17,72,1
23.35,2,2,1,2,3,3,0,11,1,60474,0.69,18,56,1
26.2,2,1,2,3,2,4,1,12,1,83301,1.61,3,54,1
50.31,4,2,2,1,3,4,1,1,0,186725,9.56,19,58,1
39.02,5,2,2,1,5,4,1,5,1,190740,14.19,1,90,0
47.25,2,2,2,1,3,5,1,3,0,105834,6.38,11,85,1
37.25,2,1,2,1,1,3,1,7,0,49134,9.05,5,52,1
29.5,5,1,2,1,3,3,1,10,1,183482,6.81,16,68,0
56.62,5,2,2,3,3,5,1,9,0,77695,10.86,14,66,1
21.38,3,2,1,2,1,5,0,7,0,53287,0.02,1,40,1
57.42,2,1,2,3,2,5,1,7,0,141815,19.08,22,76,1
31.13,4,2,1,4,1,5,0,1,0,140325,3.52,8,50,1
50.65,4,2,1,4,5,2,0,9,0,182518,23.9,7,52,1
55.25,5,2,1,3,3,4,0,8,0,172765,28.94,1,43,0
58.37,2,2,1,4,3,2,0,4,1,121546,33.33,4,56,0
33.99,4,1,1,4,2,1,0,5,1,186639,1.24,4,46,0
25.37,1,2,2,1,3,4,1,7,0,127053,2.03,15,82,0
31.1,4,2,2,3,2,4,1,3,0,128730,1.33,24,72,1
33.07,5,1,2,3,5,4,1,2,0,124940,8.46,19,82,1
52.86,1,2,1,4,4,5,0,7,0,122589,13.04,23,46,1
35.61,4,2,1,2,3,4,0,5,1,40802,8.24,18,45,1
52.34,5,1,1,1,3,2,0,9,0,142677,14.87,30,50,1
54.31,3,1,1,2,2,1,0,3,0,57514,28.37,19,42,0
40.93,1,1,1,2,1,5,0,10,1,121624,7.75,8,59,1
50.26,5,1,1,2,1,3,0,6,1,53425,29.12,30,53,0
34.1,5,1,1,1,3,1,0,10,1,115630,11.8,7,56,0
21.23,5,2,2,3,2,3,1,6,1,146193,0.14,30,71,1
26.38,2,2,1,2,3,3,0,8,0,192972,1.97,6,41,1
49.81,3,1,1,4,3,3,0,9,0,147235,21.89,6,56,0
34.69,5,2,1,4,1,3,0,10,1,70647,5.81,18,45,1
29.78,4,1,2,1,3,3,1,12,1,91805,0.64,30,89,1
53.82,3,2,1,2,1,3,0,1,0,164142,13.53,7,55,0
45.81,1,1,1,2,1,4,0,12,1,49701,11.64,10,57,1
41.17,5,1,1,4,3,1,0,8,0,155316,10.95,24,43,0
41.26,3,1,2,1,1,4,1,7,0,181589,15.01,0,78,1
47.82,4,1,1,4,1,3,0,6,1,183425,22.16,12,44,1
22.4,3,2,2,1,4,3,1,5,1,125954,1.18,12,54,1
27.76,5,1,1,1,1,4,0,8,0,44255,4.99,12,58,0
57.77,5,1,1,2,2,3,0,12,1,41684,34.68,30,44,0
27.41,2,1,2,1,1,1,1,6,1,142394,4.14,10,52,1
33.8,3,2,1,2,4,3,0,11,1,71273,2.72,11,46,1
53.39,1,2,1,4,3,1,0,12,1,141615,31.64,11,41,1
24.75,3,2,1,4,1,1,0,2,0,149643,1.41,19,45,0
47.56,1,2,1,1,3,1,0,10,1,98401,3.78,3,41,1
28.8,2,1,2,1,1,4,1,6,1,43601,0.11,5,57,1
47.22,2,2,2,1,2,5,1,2,0,103578,5.48,23,78,1
45.48,3,2,1,4,4,5,0,12,1,186919,14.64,8,56,0
23.7,5,2,1,2,3,5,0,9,0,97083,0.87,0,47,0
26.28,2,2,1,4,3,5,0,1,0,76031,1.57,1,59,1
23.08,3,2,1,2,4,2,0,10,1,120857,1.81,23,59,1
49.55,5,1,1,4,1,1,0,8,0,151372,14.92,26,41,1
24.22,2,1,2,3,1,1,1,3,0,194856,1.36,22,55,0
56.67,3,1,1,4,5,3,0,9,0,169318,7.87,29,58,1
21.02,4,1,2,3,2,4,1,7,0,161195,0.01,2,56,1
46.4,5,2,1,4,2,1,0,2,0,69771,23.5,28,52,0
55.96,4,1,2,1,1,3,1,1,0,41414,14.56,20,50,1
25.52,2,1,2,3,3,3,1,2,0,104366,2.49,21,76,0
48.8,3,1,1,2,3,4,0,10,1,51868,17.81,7,42,1
27.76,3,1,2,1,4,3,1,3,0,70291,6.36,11,53,1
44.69,3,2,2,1,1,1,1,5,1,102239,12.25,22,81,0
44.92,2,1,1,1,1,4,0,9,0,94743,3.89,24,41,0
23.36,2,1,1,4,3,5,0,4,1,82183,1.28,18,54,1
26.24,5,2,2,1,3,3,1,8,0,175010,2.94,26,71,1
49.68,4,1,1,2,4,4,0,7,0,41089,19.05,0,49,1
24.07,1,2,2,3,4,4,1,11,1,199169,1.67,25,63,1
24.37,5,2,1,4,2,1,0,1,0,45977,1.54,1,41,0
56.74,1,2,2,1,3,1,1,7,0,132415,5.01,30,56,1
49.1,5,2,2,1,1,5,1,7,0,182507,1.02,4,65,1
39.71,1,2,1,2,1,4,0,3,0,94019,5.41,2,55,1
40.68,2,1,2,3,2,1,1,1,0,84121,14.57,20,77,1
57.99,3,2,1,3,3,4,0,8,0,89899,32.96,12,50,0
37.61,3,1,2,3,3,2,1,7,0,134313,9.04,16,53,1
43.7,2,2,1,4,2,3,0,11,1,165829,13.69,9,59,1
28.85,4,2,1,4,4,3,0,9,0,127014,1.85,27,43,1
29.06,2,2,2,1,1,4,1,6,1,186261,3.1,6,60,1
45.82,1,2,1,4,1,1,0,4,1,170111,8.3,3,48,1
38.45,3,1,2,3,1,4,1,8,0,83786,13.95,28,80,1
49.66,2,1,2,1,3,2,1,8,0,177087,21.99,12,71,0
48.85,2,2,1,4,3,4,0,1,0,184206,1.49,23,48,1
42.77,1,1,2,1,1,4,1,4,1,91786,6.25,3,62,1
57.46,2,2,2,1,2,2,1,5,1,132237,29.22,4,63,0
53.57,5,2,2,1,1,3,1,7,0,151304,21.04,9,85,1
22.58,2,2,1,1,5,2,0,6,1,102843,1.09,18,44,0
33.48,4,1,1,2,1,3,0,2,0,52004,6.45,9,43,1
28.8,5,1,1,3,3,3,0,7,0,183184,5.01,22,40,1
56.25,2,2,2,1,3,3,1,9,0,83658,5.85,4,76,1
52.31,3,2,1,2,3,4,0,4,1,90193,29.28,17,43,0
39.41,5,1,1,2,2,5,0,7,0,136713,16.07,11,51,0
28.62,5,2,1,4,3,3,0,3,0,148785,7.35,24,48,1
41.08,2,1,2,1,2,5,1,6,1,47676,2.12,14,71,1
27.41,2,2,1,4,3,2,0,5,1,175679,5.17,12,40,0
39.97,3,2,1,2,5,5,0,4,1,147640,8.33,16,43,1
27.66,2,1,1,2,2,1,0,2,0,153854,3.45,21,48,1
56.64,3,2,2,3,1,2,1,6,1,118914,8.16,25,67,1
34.09,5,2,1,4,3,1,0,4,1,62628,2.25,9,54,0
31.02,1,1,1,4,1,2,0,3,0,64796,0.33,11,43,1
27.73,5,2,1,3,1,2,0,2,0,108362,4.47,21,42,0
41.2,3,2,2,3,1,3,1,10,1,57460,15.81,12,72,1
23.88,3,2,1,2,3,3,0,10,1,80781,0.74,30,50,1
44.4,1,2,2,1,5,3,1,1,0,68972,16.53,4,81,1
42.21,1,2,1,1,2,5,0,1,0,119936,18.55,7,58,1
37.26,4,1,2,1,4,1,1,5,1,150433,16.25,20,62,1
28.16,5,1,2,1,2,2,1,6,1,98778,1.08,26,86,0
50.37,3,1,1,2,3,2,0,5,1,124240,7.24,29,52,0
37.57,5,2,1,2,2,3,0,10,1,146360,3.76,28,46,0
55.01,2,1,2,1,1,4,1,5,1,174482,20.23,18,65,1
21.6,3,1,1,4,2,3,0,5,1,76667,0.18,12,52,1
55.17,3,2,1,4,2,5,0,7,0,80453,23.04,16,47,0
30.85,1,2,1,1,1,3,0,8,0,168072,8.98,17,46,1
52.82,3,1,1,2,3,4,0,12,1,158291,8.6,18,54,0
58.74,1,2,1,4,2,4,0,4,1,178406,0.31,30,53,0
42.46,3,2,1,4,1,2,0,8,0,135746,15.99,6,44,0
31.17,1,1,2,1,1,2,1,3,0,80668,7.38,14,89,1
34.81,3,2,2,1,3,3,1,9,0,65071,2.9,14,65,1
59.41,2,1,2,3,3,3,1,5,1,124354,36.26,24,60,0
31.89,4,2,1,2,2,3,0,9,0,59035,4.88,24,48,0
59.23,3,1,2,1,3,1,1,6,1,107402,22.12,3,76,1
31.26,3,2,1,2,2,4,0,8,0,155068,5.99,21,59,1
23.3,2,2,1,4,2,2,0,2,0,183779,1.45,28,58,0
59.54,2,2,2,1,3,4,1,12,1,52518,19.59,5,69,1
49.82,3,2,2,1,2,2,1,3,0,131679,28.41,26,88,0
40.17,3,1,2,1,1,3,1,9,0,108055,0.89,29,90,1
49.41,5,2,2,1,2,3,1,6,1,127355,27.12,29,63,0
41.45,3,1,1,1,1,3,0,7,0,54173,18.07,28,45,1
27.28,5,1,1,2,5,5,0,12,1,189566,3.61,3,55,0
46.76,3,1,1,3,2,1,0,7,0,105841,6.05,24,50,0
43.57,3,1,1,4,1,3,0,10,1,139662,14.83,20,50,0
27.11,5,1,1,4,1,2,0,12,1,40260,1.63,4,56,0
47.05,2,1,1,4,2,4,0,6,1,42281,15.13,19,42,1
42.92,1,1,2,1,1,4,1,8,0,194763,5.96,26,74,1
49.95,2,2,1,2,3,2,0,3,0,171686,24.37,27,55,0
23.97,2,1,1,2,1,4,0,10,1,47820,1.74,20,47,1
59.15,4,2,2,3,3,5,1,4,1,68705,13.32,2,71,1
46.76,2,1,1,2,3,3,0,10,1,168189,6.82,28,55,0
36.53,2,1,2,3,2,5,1,4,1,133320,7.32,22,67,1
55.93,3,1,2,3,3,4,1,1,0,77174,17.55,9,70,1
44.65,3,1,1,2,1,4,0,11,1,117868,19.74,27,50,1
44.1,3,2,1,2,2,1,0,12,1,129021,18.59,16,53,1
31.62,2,1,1,2,2,2,0,5,1,125864,9.22,2,47,1
26.84,2,2,2,1,3,4,1,3,0,194428,5.33,22,52,1
35.24,2,1,1,3,2,3,0,2,0,161460,1.44,8,58,0
46.96,3,2,2,1,1,4,1,6,1,132190,12.13,24,55,1
26.38,4,1,1,2,2,3,0,6,1,74520,1.14,11,51,1
52.01,2,1,1,2,1,4,0,10,1,193965,13.77,2,41,1
54.66,5,2,2,1,2,4,1,12,1,186327,27.66,20,85,0
35.05,2,2,2,1,1,2,1,3,0,187159,4.39,7,69,0
33.28,5,1,1,2,1,1,0,1,0,40903,0.54,10,43,0
48.69,3,1,1,2,1,3,0,11,1,100950,26.71,13,57,0
21.22,5,1,2,3,1,4,1,5,1,126971,0.18,6,81,0
53.3,1,1,1,4,1,4,0,2,0,140422,12.43,9,40,1
27.61,2,1,1,3,2,5,0,7,0,95528,5.06,12,55,0
28.59,3,1,2,1,2,4,1,1,0,73832,0.55,25,86,1
40.35,2,1,1,4,3,3,0,6,1,158051,7.09,18,44,0
36.33,3,2,2,1,1,3,1,4,1,78004,3.27,20,71,1
45.02,3,1,1,4,1,3,0,5,1,70320,3.18,0,40,0
39.39,5,2,1,1,3,3,0,7,0,186840,11.05,5,40,1
34.01,1,1,2,1,1,2,1,6,1,66879,1.09,5,52,1
22.97,2,1,1,2,1,4,0,12,1,127963,0.61,3,58,0
44.95,2,2,2,1,2,2,1,3,0,151109,18.35,12,89,0
28.19,3,2,1,2,2,4,0,9,0,92482,0.85,3,47,1
33.27,4,2,2,1,1,1,1,1,0,105928,0.53,8,67,1
58.76,3,2,1,2,4,2,0,2,0,142886,25.47,14,44,0
47.18,2,1,1,2,1,3,0,9,0,70130,16.87,17,57,0
56.07,3,2,1,1,1,1,0,8,0,164051,14.95,30,42,1
41.76,2,1,2,3,3,2,1,12,1,125325,9.62,22,77,1
59.42,2,2,1,1,1,4,0,7,0,62391,11.04,0,40,1
34.35,3,2,1,4,2,1,0,7,0,98527,8.06,12,41,0
44.55,5,2,2,1,1,3,1,2,0,118117,1.46,13,85,1
55.2,2,1,2,1,2,1,1,7,0,185352,6.0,25,66,1
25.39,2,2,1,4,2,2,0,11,1,155630,2.7,24,59,0
49.38,2,2,1,4,1,4,0,9,0,158849,23.89,6,50,1
29.1,4,2,2,1,1,3,1,2,0,77035,6.45,27,67,1
41.88,1,2,1,2,3,4,0,2,0,88949,2.45,6,50,0
22.32,4,1,1,3,2,4,0,6,1,183785,0.14,17,59,1
59.04,2,2,1,1,1,1,0,10,1,97549,15.76,9,40,1
22.67,3,2,1,4,3,4,0,5,1,71440,0.22,17,58,1
40.17,1,2,1,2,1,2,0,7,0,74211,16.07,12,40,1
44.55,5,1,1,2,1,4,0,1,0,42566,16.55,21,42,0
51.44,4,1,1,4,2,3,0,2,0,157492,22.43,5,60,1
35.13,3,1,1,1,1,4,0,1,0,62747,11.53,16,49,1
22.03,4,1,2,1,3,4,1,7,0,106892,1.02,5,67,1
34.63,3,1,1,1,3,3,0,4,1,124722,4.32,14,60,1
55.5,2,2,2,3,5,3,1,9,0,50441,2.89,13,79,1
53.82,3,2,1,4,3,2,0,3,0,165654,10.34,3,55,1
29.48,5,1,1,2,1,4,0,4,1,172898,7.25,19,45,0
58.81,5,1,1,1,2,3,0,2,0,122524,13.43,20,42,0
43.48,2,2,1,4,2,3,0,7,0,149575,2.03,12,41,1
24.03,2,1,2,1,1,3,1,7,0,110639,1.03,18,70,1
38.12,5,2,2,1,1,4,1,12,1,130794,13.62,0,66,0
53.54,4,1,2,1,1,2,1,11,1,110280,6.68,6,72,1
28.45,1,1,2,1,2,3,1,9,0,161970,1.86,28,51,0
24.5,5,1,2,3,4,4,1,5,1,186463,1.17,1,85,0
54.65,3,2,1,2,2,1,0,8,0,84301,26.96,7,60,1
39.98,2,2,2,1,3,4,1,7,0,66828,14.05,7,66,1
44.84,4,1,2,1,2,4,1,9,0,81113,9.88,30,82,1
52.93,3,1,1,2,1,5,0,6,1,142665,31.18,13,41,1
58.31,2,1,1,4,2,5,0,6,1,154797,36.11,10,46,1
26.48,3,1,1,3,3,1,0,2,0,78038,4.48,12,42,1
50.87,1,1,2,3,1,4,1,9,0,59397,8.9,10,86,1
45.46,3,1,2,1,4,4,1,1,0,52067,16.52,2,77,1
59.47,4,1,2,3,4,3,1,2,0,133813,38.46,12,52,1
28.12,3,2,2,3,2,4,1,1,0,99310,5.53,10,63,1
26.11,2,2,1,4,3,4,0,8,0,160623,4.96,19,40,1
52.2,3,2,1,4,3,2,0,2,0,93276,2.44,11,50,1
41.02,4,1,1,3,3,1,0,5,1,135540,14.24,16,41,0
47.16,5,1,2,1,2,5,1,11,1,78074,24.7,12,50,1
29.96,1,1,1,2,1,3,0,4,1,152493,3.28,6,43,1
22.7,5,1,2,1,1,3,1,8,0,53173,0.96,11,74,0
55.97,3,2,2,3,2,3,1,3,0,169323,18.38,9,68,0
53.56,2,1,2,1,1,2,1,4,1,116295,4.27,25,63,1
26.15,3,1,2,1,2,5,1,8,0,139119,3.98,5,75,0
59.48,3,2,1,4,5,4,0,8,0,149427,28.93,10,44,0
51.89,5,2,2,1,3,3,1,6,1,72164,30.13,7,73,1
43.5,2,1,1,2,2,1,0,8,0,192967,2.95,23,54,0
58.22,2,1,2,3,3,4,1,12,1,113519,12.65,11,83,1
47.48,3,1,2,1,2,3,1,6,1,132984,26.13,25,90,1
46.44,2,1,1,1,2,5,0,6,1,121222,5.15,20,40,1
58.85,3,1,2,1,1,5,1,2,0,86613,8.43,0,82,1
35.05,2,1,1,2,3,5,0,6,1,190118,8.13,3,51,1
24.64,2,1,2,1,1,1,1,6,1,190572,3.1,13,77,1
29.85,2,1,1,3,3,5,0,7,0,86311,4.06,26,55,0
50.7,5,1,2,1,1,5,1,9,0,137793,19.89,21,72,1
23.35,5,1,1,1,2,5,0,7,0,77244,2.02,17,55,0
45.31,4,2,1,1,1,3,0,5,1,127200,16.25,21,46,1
23.42,4,1,1,2,1,3,0,2,0,82401,1.47,7,55,0
54.83,4,2,1,4,1,1,0,3,0,131592,7.41,7,43,1
33.16,4,2,1,4,3,4,0,8,0,189635,10.98,1,53,1
43.81,5,1,2,3,1,3,1,2,0,188661,22.5,6,58,1
21.05,3,1,2,3,1,1,1,7,0,182120,0.03,3,68,1
55.21,1,2,1,4,4,2,0,12,1,140131,20.64,21,60,0
37.34,3,2,1,2,2,3,0,8,0,80932,4.96,29,56,1
48.93,4,1,1,2,1,3,0,12,1,164026,2.58,2,59,1
47.69,1,1,2,1,2,3,1,1,0,68250,1.53,8,69,0
42.54,2,1,1,4,3,4,0,10,1,125060,0.82,7,56,0
30.08,2,1,2,1,2,5,1,7,0,116185,0.05,9,86,1
47.38,4,1,2,1,1,3,1,3,0,128149,13.39,12,60,1
22.9,3,1,1,4,1,2,0,5,1,166233,1.2,12,53,1
33.71,3,1,1,2,1,4,0,5,1,60059,9.21,27,48,1
46.4,4,1,1,2,1,4,0,11,1,144350,20.74,15,59,1
42.35,3,1,2,1,1,3,1,2,0,104165,10.42,10,60,1
53.29,5,1,1,3,2,4,0,2,0,96661,20.47,1,42,1
52.32,2,1,1,4,1,4,0,9,0,93344,10.89,20,42,1
25.65,3,2,1,4,2,4,0,5,1,130786,4.19,7,43,1
33.96,4,2,2,1,5,3,1,10,1,85990,6.78,6,59,0
23.06,3,2,2,1,3,3,1,8,0,47788,0.97,14,59,1
31.15,3,1,2,1,2,4,1,9,0,110157,5.85,20,60,1
26.01,2,2,2,1,1,4,1,2,0,189762,1.41,21,52,1
38.82,3,2,1,2,2,4,0,9,0,100821,14.91,23,55,1
42.5,4,2,2,1,3,5,1,3,0,108023,3.4,10,74,1
26.72,2,2,1,2,4,3,0,5,1,135273,3.24,22,51,0
48.98,3,1,2,1,1,3,1,11,1,176951,9.72,29,64,1
31.45,3,2,1,2,2,2,0,4,1,151636,9.27,30,50,0
38.45,4,2,2,1,3,2,1,3,0,118429,14.39,24,53,0
43.72,2,1,1,3,5,4,0,4,1,135501,10.29,2,58,1
58.89,3,2,2,1,3,3,1,10,1,121933,12.82,25,52,1
41.85,2,1,2,1,2,3,1,6,1,199696,18.1,27,78,0
46.85,3,1,2,3,3,5,1,4,1,45227,5.3,28,82,1
54.56,4,1,2,1,1,2,1,9,0,182176,28.89,14,68,1
41.4,4,1,1,3,3,1,0,1,0,60696,17.52,19,48,0
57.96,5,1,1,2,3,3,0,12,1,187040,7.62,21,51,0
37.22,3,1,2,3,1,3,1,3,0,72295,2.35,4,54,1
57.85,5,2,2,1,1,4,1,12,1,173669,14.6,11,79,0
23.01,2,1,2,1,5,2,1,10,1,68131,0.74,17,84,0
45.19,4,1,2,1,2,4,1,1,0,98992,1.52,4,75,1
49.14,2,2,1,2,2,2,0,10,1,93665,2.78,4,53,0
58.91,1,2,2,1,1,4,1,11,1,77879,5.7,15,62,1
51.53,2,2,2,1,1,2,1,5,1,170538,21.25,2,56,0
43.89,4,2,2,1,1,1,1,6,1,66655,19.11,8,78,0
55.78,1,1,2,3,2,5,1,9,0,46026,21.92,29,60,0
50.25,4,2,2,1,3,1,1,10,1,54740,5.82,16,56,0
59.6,2,2,2,1,3,1,1,8,0,138121,19.92,17,63,1
32.85,2,1,1,2,3,4,0,11,1,189415,7.73,6,58,0
22.39,3,1,1,4,2,4,0,4,1,121226,1.27,9,40,1
31.08,2,2,1,2,3,3,0,7,0,138713,1.03,8,49,1
40.2,3,1,1,2,1,2,0,11,1,117491,16.73,9,52,0
26.84,1,1,1,3,3,4,0,6,1,77435,5.14,10,48,1
42.8,1,1,1,2,1,2,0,7,0,58764,5.01,2,47,0
26.84,3,1,1,2,3,3,0,3,0,121292,2.36,23,53,1
27.12,3,2,1,2,3,4,0,7,0,184167,4.05,23,48,1
57.08,2,2,2,1,2,1,1,5,1,194166,22.21,20,85,0
46.9,2,2,2,3,1,5,1,5,1,78300,12.23,8,86,1
30.65,2,1,2,1,5,5,1,4,1,113504,1.3,24,63,1
36.51,5,1,1,3,2,3,0,4,1,95072,2.27,28,51,0
34.72,1,2,2,3,3,1,1,11,1,198834,2.67,16,52,1
54.18,4,2,1,4,3,5,0,4,1,92149,21.32,0,48,0
22.83,5,1,1,2,2,3,0,1,0,188404,0.56,26,50,0
47.31,2,2,1,4,4,4,0,11,1,41036,11.67,1,40,1
43.38,1,2,1,3,1,1,0,4,1,48948,15.3,12,40,0
37.19,3,1,2,3,5,3,1,11,1,77780,5.68,28,53,1
29.42,4,2,2,1,2,3,1,1,0,63580,3.5,30,64,1
59.81,5,2,1,2,1,3,0,4,1,159296,1.25,19,40,0
46.64,2,2,2,1,5,3,1,9,0,182802,9.89,2,53,1
58.08,2,1,2,1,2,3,1,10,1,170322,11.79,18,61,0
24.65,5,2,1,2,4,3,0,2,0,103652,3.45,30,45,0
37.13,3,1,1,4,1,4,0,7,0,85994,4.02,20,40,1
24.51,2,1,2,3,2,4,1,5,1,141966,1.18,2,80,0
54.05,2,1,2,1,2,4,1,9,0,155056,28.86,18,73,1
28.47,1,2,2,1,5,5,1,2,0,122770,6.44,4,86,1
41.71,4,1,1,2,1,3,0,3,0,148679,16.39,28,57,1
31.98,3,2,2,3,1,4,1,9,0,113794,8.88,9,84,1
51.91,2,1,2,1,3,2,1,7,0,119922,14.07,11,84,1
48.0,2,2,1,2,3,1,0,5,1,147116,3.18,27,44,0
59.81,4,1,2,1,1,2,1,3,0,198806,8.33,24,64,1
23.47,1,1,2,1,3,4,1,7,0,113922,1.99,24,67,0
31.52,1,1,1,4,3,3,0,5,1,188017,1.19,22,44,1
58.1,4,2,2,3,1,3,1,3,0,97402,5.38,20,65,1
21.03,2,2,1,3,2,5,0,7,0,84236,0.01,7,58,1
28.37,5,1,1,2,1,3,0,5,1,168764,4.2,1,56,0
23.34,4,2,2,1,2,3,1,7,0,130091,0.01,6,51,1
59.82,1,2,2,1,1,2,1,6,1,151373,14.13,16,83,0
51.81,2,1,2,1,5,4,1,7,0,161737,7.0,30,87,1
53.52,3,1,2,1,2,1,1,3,0,58018,2.37,11,69,1
49.88,2,1,2,1,3,3,1,9,0,137055,25.85,5,88,0
21.89,2,1,2,1,1,1,1,12,1,186305,0.61,9,58,0
26.9,5,1,2,1,1,1,1,4,1,89483,4.28,26,56,1
24.7,1,2,2,3,3,1,1,8,0,57163,1.94,10,62,0
28.27,5,1,2,1,5,4,1,10,1,192471,4.82,21,81,0
56.29,1,2,2,3,1,1,1,1,0,61502,34.52,19,69,0
56.87,3,2,2,1,2,3,1,6,1,59553,33.11,19,74,1
40.15,3,2,1,2,3,4,0,1,0,119960,16.58,30,46,0
23.67,3,1,1,2,2,4,0,6,1,125060,2.12,27,53,1
47.66,1,2,2,1,2,1,1,9,0,100804,16.9,23,82,0
39.64,2,2,1,3,2,4,0,5,1,150436,3.24,0,50,1
39.08,2,2,1,4,3,4,0,8,0,60946,4.98,21,56,1
34.87,2,1,2,1,2,4,1,5,1,181200,12.21,20,88,1
23.86,3,1,2,1,1,3,1,7,0,175081,0.01,1,74,1
30.95,2,1,2,1,2,3,1,9,0,199521,6.86,19,63,0
55.13,2,1,1,4,3,5,0,11,1,97948,22.72,21,46,0
52.68,4,1,2,3,3,3,1,6,1,197423,4.15,10,59,1
58.47,5,1,2,1,4,1,1,11,1,104731,34.72,7,72,1
29.87,3,1,1,4,2,4,0,3,0,195610,0.37,21,57,1
40.91,5,1,2,3,1,2,1,12,1,154567,3.61,22,77,1
40.53,2,2,1,4,5,2,0,10,1,92919,16.76,25,49,1
56.23,1,1,2,3,2,4,1,6,1,102187,8.13,13,73,1
37.28,4,1,1,2,3,3,0,10,1,71405,10.79,19,40,1
43.46,3,1,1,2,2,2,0,10,1,162687,15.79,26,59,0
